id,score
A140633,86.3
A140634,96.2
A140635,85.7
A140636,80.4
A140637,81.7
A140638,86.2
A140639,92.4
A140640,75.8
A140641,96.4
A140642,77.2
A140643,87.2
A140644,89.6
A140645,87.9
A140646,78.9
A140647,77.9
A140648,82.9
A140649,96.5
A140650,91
A140651,82.3
A140652,76
A140653,92.8
A140654,75.5
A140655,88.6
A140656,77.5
A140657,98.8
A140658,77.1
A140659,98.9
A140660,96.1
A140661,91.8
A140662,75.1
A140663,74.9
A140664,84.3
A140665,95.8
A140666,70.5
A140667,99.8
A140668,85.3
A140669,71.3
A140670,80.6
A140671,99.9
A140672,76
A140673,72.6
A140674,88.1
A140675,81.2
A140676,86.7
A140677,74.3
A140678,83.2
A140679,77.5
A140680,86.8
A140681,83.1
A140682,74.7
A140683,57.3
A140684,81.7
A140685,98.9
A140686,81.1
A140687,74.8
A140688,94.5
A140689,90.6
A140690,99
A140691,94.9
A140692,74.6
A140693,81.1
A140694,71.4
A140695,85.6
A140696,98.5
A140697,98.3
A140698,85.4
A140699,72.8
A140700,90.5
A140701,86.6
A140702,90.1
A140703,81.2
A140704,91.8
A140705,86
A140706,70.1
A140707,83.8
A140708,70.4
A140709,94.7
A140710,98.6
A140711,90.6
A140712,89.7
A140713,70.7
A140714,90.1
A140715,96.1
A140716,80.1
A140717,96.7
A140718,93.4
A140719,66
A140720,80.8
A140721,72.8
A140722,77.9
A140723,75.8
A140724,86.8
A140725,77.8
A140726,97.1
A140727,97.5
A140728,41.2
A140729,45.7
A140730,89.9
A140731,80.4
A140732,77.9
A140733,97
A140734,77.2
A140735,74.2
A140736,82.4
A140737,77.9
A140738,95.2
A140739,55.1
A140740,75.1
A140741,86.9
A140742,85.1
A140743,95.8
A140744,74.8
A140745,91.8
A140746,92.7
A140747,86
A140748,97.7
A140749,71.9
A140750,77.2
A140751,70.4
A140752,74.5
A140753,63.5
A140754,81.5
A140755,99.2
A140756,54.7
A140757,78.5
A140758,83.8
A140759,90.2
A140760,90.9
A140761,87.3
A140762,95.1
A140763,78.8
A140764,77.6
A140765,92.5
A140766,68.6
A140767,93.7
A140768,90
A140769,95.9
A140770,83.6
A140771,82
A140772,86.3
A140773,86.2
A140774,85
A140775,87.4
A140776,85.4
A140777,99.6
A140778,86.7
A140779,85.7
A140780,60.6
A140781,48.8
A140782,99.5
A140783,90.5
A140784,78.2
A140785,92.8
A140786,91.4
A140787,75.4
A140788,79.8
A140789,88.5
A140790,92.2
A140791,79.5
A140792,79.7
A140793,76
A140794,79.9
A140795,77.2
A140796,95.9
A140797,48.7
A140798,80.4
A140799,81
A140800,79.3
A140801,74.6
A140802,73.2
A140803,74.7
A140804,71.2
A140805,84.7
A140806,72.1
A140807,44
A140808,89.8
A140809,83.2
A140810,85.4
A140811,77.6
A140812,88.9
A140813,53.9
A140814,82.4
A140815,87.6
A140816,73.9
A140817,74.8
A140818,77.7
A140819,61.4
A140820,71.8
A140821,83.6
A140822,90.6
A140823,85.9
A140824,98.9
A140825,99
A140826,76.7
A140827,95.4
A140828,77.9
A140829,95.6
A140830,70.5
A140831,70.7
A140832,79.2
A140833,91.7
A140834,81.8
A140835,89
A140836,72.1
A140837,97.4
A140838,85.7
A140839,95.2
A140840,86.9
A140841,94.5
A140842,95.2
A140843,88.3
A140844,89.9
A140845,95
A140846,65.8
A140847,91.5
A140848,81.8
A140849,81.5
A140850,90.8
A140851,63
A140852,56.3
A140853,86.7
A140854,98.6
A140855,42.4
A140856,49
A140857,70.5
A140858,86.2
A140859,84.3
A140860,82.8
A140861,70.3
A140862,87.4
A140863,86.5
A140864,74.6
A140865,73.5
A140866,82.8
A140867,85.6
A140868,74.8
A140869,82.5
A140870,95.7
A140871,70.8
A140872,58.3
A140873,85.2
A140874,86.5
A140875,84.2
A140876,82.5
A140877,88.3
A140878,94.2
A140879,89.6
A140880,99.1
A140881,82.3
A140882,96.6
A140883,70.8
A140884,77.6
A140885,77
A140886,93.3
A140887,72
A140888,94.4
A140889,74
A140890,87.1
A140891,81.4
A140892,79.8
A140893,84
A140894,75.6
A140895,97.5
A140896,90.7
A140897,94.1
A140898,79
A140899,58.5
A140900,84.7
A140901,92.7
A140902,79
A140903,74
A140904,96.3
A140905,89
A140906,89.7
A140907,71.9
A140908,81.3
A140909,87.5
A140910,61.9
A140911,82.3
A140912,61.1
A140913,70.1
A140914,79.2
A140915,86.1
A140916,92
A140917,86.8
A140918,93
A140919,85.1
A140920,46.3
A140921,56.2
A140922,46.2
A140923,62
A140924,97.3
A140925,78.2
A140926,91.2
A140927,86.7
A140928,92.3
A140929,40.1
A140930,73
A140931,52.3
A140932,72.3
A140933,74.3
A140934,51.7
A140935,88.8
A140936,90.1
A140937,93.9
A140938,88
A140939,55.4
A140940,83.7
A140941,95.5
A140942,93.3
A140943,72.1
A140944,84.2
A140945,98.6
A140946,99
A140947,81
A140948,87.3
A140949,79.9
A140950,72.6
A140951,73.9
A140952,78.1
A140953,45.1
A140954,91.3
A140955,81.6
A140956,96.2
A140957,96.8
A140958,91.3
A140959,86.4
A140960,81.2
A140961,79.4
A140962,73.1
A140963,91.1
A140964,99.6
A140965,82.1
A140966,88
A140967,78.9
A140968,88.2
A140969,72.9
A140970,80.8
A140971,81.2
A140972,72.1
A140973,75.8
A140974,82
A140975,62.2
A140976,94.3
A140977,82.6
A140978,75.7
A140979,98.1
A140980,81.6
A140981,97.1
A140982,53.5
A140983,90.9
A140984,98.4
A140985,98.9
A140986,77
A140987,81
A140988,79.7
A140989,87.9
A140990,70
A140991,58.6
A140992,78
A140993,86.1
A140994,45.6
A140995,96.4
A140996,83.9
A140997,82.5
A140998,77.6
A140999,74.5
A141000,96.1
A141001,90.6
A141002,95.4
A141003,90.6
A141004,51
A141005,85.7
A141006,84.5
A141007,96.7
A141008,75.7
A141009,68.8
A141010,80.8
A141011,70.2
A141012,85.1
A141013,76.4
A141014,99.5
A141015,83.8
A141016,93.5
A141017,83.3
A141018,74.9
A141019,49.3
A141020,55.4
A141021,89.9
A141022,89.2
A141023,73.9
A141024,42.3
A141025,57.3
A141026,75.2
A141027,71.6
A141028,68.2
A141029,70.4
A141030,90.3
A141031,89
A141032,87.9
A141033,87.5
A141034,86.1
A141035,59.3
A141036,79.5
A141037,79.3
A141038,78.3
A141039,74.6
A141040,79.1
A141041,72.6
A141042,87.4
A141043,77.3
A141044,87.7
A141045,93.5
A141046,97.3
A141047,82.3
A141048,77.2
A141049,47.8
A141050,97.9
A141051,81.4
A141052,88.7
A141053,44.7
A141054,48.2
A141055,74.8
A141056,85.8
A141057,90.2
A141058,88.7
A141059,80.5
A141060,76
A141061,87.7
A141062,87.9
A141063,82.7
A141064,86.5
A141065,82.5
A141066,71.8
A141067,98.8
A141068,85.8
A141069,79.5
A141070,77.8
A141071,87.8
A141072,82.7
A141073,72.3
A141074,79.9
A141075,96.7
A141076,61.5
A141077,96.7
A141078,66
A141079,77.5
A141080,88.5
A141081,85.8
A141082,77.1
A141083,82.2
A141084,77.3
A141085,82.6
A141086,89.1
A141087,79
A141088,83.1
A141089,97.6
A141090,79.4
A141091,99.4
A141092,77.7
A141093,71.5
A141094,74.7
A141095,93.9
A141096,91.3
A141097,95.3
A141098,83.7
A141099,88
A141100,81.3
A141101,42
A141102,90.8
A141103,54.1
A141104,88.1
A141105,87
A141106,97.8
A141107,70.6
A141108,88
A141109,99.8
A141110,70.3
A141111,70.1
A141112,97.8
A141113,99.8
A141114,91.8
A141115,80.5
A141116,94.7
A141117,94.1
A141118,75.2
A141119,88.2
A141120,86.3
A141121,89.9
A141122,86.5
A141123,79.5
A141124,75.6
A141125,80.6
A141126,77.5
A141127,74.6
A141128,98.4
A141129,92.7
A141130,90.1
A141131,84.7
A141132,75.8
A141133,88.4
A141134,78.3
A141135,71.7
A141136,97.2
A141137,41.4
A141138,77.6
A141139,81.2
A141140,99.4
A141141,91.3
A141142,96.1
A141143,55
A141144,83.9
A141145,72.6
A141146,76.7
A141147,80.3
A141148,96.8
A141149,82.5
A141150,70.3
A141151,59.1
A141152,52.9
A141153,85.1
A141154,82.1
A141155,95.2
A141156,73.8
A141157,84.8
A141158,88.3
A141159,71.4
A141160,88.5
A141161,86.1
A141162,84.2
A141163,79.2
A141164,94.2
A141165,82.4
A141166,40
A141167,98.9
A141168,75.8
A141169,95.5
A141170,97.1
A141171,93.7
A141172,78.5
A141173,84.9
A141174,59.9
A141175,79.7
A141176,99.3
A141177,79.5
A141178,91.9
A141179,78.4
A141180,63.1
A141181,90
A141182,77.8
A141183,81.2
A141184,82.1
A141185,89.2
A141186,93.2
A141187,78
A141188,99
A141189,75.2
A141190,76.8
A141191,64
A141192,76
A141193,73.4
A141194,99.1
A141195,83.6
A141196,78.2
A141197,53.8
A141198,97.7
A141199,77.4
A141200,70.5
A141201,93.7
A141202,89.6
A141203,94.1
A141204,40.5
A141205,98.3
A141206,92.2
A141207,86.2
A141208,95
A141209,95.9
A141210,71
A141211,93.1
A141212,81.7
A141213,84.6
A141214,90.4
A141215,73.5
A141216,71.1
A141217,83
A141218,92.1
A141219,83
A141220,79.7
A141221,71.6
A141222,92.9
A141223,64.5
A141224,65.5
A141225,96.1
A141226,99.8
A141227,80.1
A141228,81.1
A141229,83.1
A141230,72.7
A141231,79.4
A141232,95.8
A141233,99.5
A141234,75.4
A141235,87.9
A141236,71.7
A141237,88.6
A141238,70.8
A141239,96.2
A141240,80.2
A141241,90.7
A141242,86.9
A141243,83.2
A141244,94.8
A141245,46.1
A141246,71.8
A141247,72.9
A141248,87.1
A141249,82.4
A141250,96.6
A141251,96.1
A141252,89.7
A141253,82.8
A141254,59.3
A141255,76.7
A141256,75.3
A141257,83.3
A141258,69.9
A141259,91.7
A141260,88.4
A141261,98.3
A141262,76
A141263,85.5
A141264,95.5
A141265,84.4
A141266,75.2
A141267,73.5
A141268,83
A141269,71
A141270,81.9
A141271,75.9
A141272,78.2
A141273,91.4
A141274,80.4
A141275,76.4
A141276,92.3
A141277,65.8
A141278,90.7
A141279,85.3
A141280,81.9
A141281,92.9
A141282,97.6
A141283,75
A141284,84.6
A141285,93.5
A141286,94.4
A141287,92.5
A141288,90.4
A141289,88.9
A141290,89.5
A141291,68.4
A141292,88.3
A141293,91.9
A141294,93
A141295,88
A141296,77.1
A141297,85.6
A141298,92.5
A141299,94.1
A141300,84.2
A141301,79.1
A141302,77.7
A141303,99.8
A141304,80.3
A141305,97
A141306,74
A141307,95.4
A141308,96.7
A141309,93.8
A141310,62.7
A141311,97.9
A141312,83.3
A141313,79.3
A141314,83.3
A141315,88.5
A141316,79.4
A141317,81.8
A141318,58.5
A141319,98.2
A141320,95.9
A141321,75.4
A141322,88.5
A141323,81.3
A141324,89.7
A141325,91
A141326,84.5
A141327,84.4
A141328,86.9
A141329,78
A141330,96.4
A141331,79.9
A141332,98.3
A141333,94.5
A141334,85.4
A141335,40.3
A141336,61.5
A141337,92
A141338,71.6
A141339,90.6
A141340,88.5
A141341,93.9
A141342,82
A141343,86.8
A141344,73.8
A141345,82.5
A141346,77
A141347,92
A141348,94.3
A141349,84.3
A141350,80.8
A141351,91.5
A141352,74.8
A141353,75
A141354,71.5
A141355,93.8
A141356,49.9
A141357,76.1
A141358,84.6
A141359,74.7
A141360,84.1
A141361,50.6
A141362,86.8
A141363,80.4
A141364,95
A141365,40.4
A141366,73.7
A141367,84.6
A141368,88
A141369,86.3
A141370,86.4
A141371,87.3
A141372,85.4
A141373,85.6
A141374,74.4
A141375,88.5
A141376,83.9
A141377,95.4
A141378,86.4
A141379,73.2
A141380,86.4
A141381,96.2
A141382,87.4
A141383,88.5
A141384,99.1
A141385,88.5
A141386,73.8
A141387,98.7
A141388,97.9
A141389,78.9
A141390,74.5
A141391,94.6
A141392,99.8
A141393,98.7
A141394,93.8
A141395,59
A141396,94.7
A141397,82.5
A141398,82.1
A141399,73
A141400,85.6
A141401,75.5
A141402,82.5
A141403,71
A141404,72.5
A141405,83.8
A141406,89.6
A141407,87.1
A141408,76.3
A141409,47.9
A141410,91.5
A141411,95.8
A141412,97.4
A141413,98.7
A141414,85.8
A141415,66.9
A141416,91
A141417,91.5
A141418,81.2
A141419,72.4
A141420,73.7
A141421,83.1
A141422,77.1
A141423,78.4
A141424,75.8
A141425,79.8
A141426,86.6
A141427,74.5
A141428,91.5
A141429,59.4
A141430,98.4
A141431,55.7
A141432,91.3
A141433,82.9
A141434,95.8
A141435,74.9
A141436,72.5
A141437,94.9
A141438,91.1
A141439,95.9
A141440,79.9
A141441,72.3
A141442,98.5
A141443,76.1
A141444,97.6
A141445,84.8
A141446,84.9
A141447,51
A141448,98.4
A141449,81.5
A141450,100
A141451,96.8
A141452,76
A141453,82.1
A141454,98.5
A141455,80.2
A141456,95.5
A141457,95.8
A141458,82.8
A141459,97.7
A141460,81
A141461,77.6
A141462,72.5
A141463,93.4
A141464,94
A141465,96.2
A141466,98.6
A141467,61.9
A141468,75.3
A141469,99.9
A141470,87.4
A141471,56.3
A141472,79.2
A141473,64.9
A141474,73.1
A141475,43.4
A141476,83.2
A141477,88.2
A141478,73.2
A141479,93.6
A141480,99.4
A141481,53.5
A141482,89.9
A141483,85.6
A141484,87.4
A141485,94.3
A141486,77.1
A141487,99.5
A141488,90.6
A141489,97
A141490,88.7
A141491,76.4
A141492,80
A141493,88.4
A141494,98.3
A141495,86.6
A141496,94.9
A141497,70.6
A141498,78.7
A141499,87.8
A141500,72.4
A141501,98.6
A141502,97.5
A141503,73.6
A141504,86.3
A141505,83
A141506,97.8
A141507,95.1
A141508,84.7
A141509,94.6
A141510,97.3
A141511,83.6
A141512,58.7
A141513,84.5
A141514,96
A141515,90.3
A141516,89.7
A141517,88.4
A141518,74
A141519,99.8
A141520,70.3
A141521,92.7
A141522,76.5
A141523,92.5
A141524,51.1
A141525,85.6
A141526,91.5
A141527,89.8
A141528,77.6
A141529,88.3
A141530,84.4
A141531,99.2
A141532,90
A141533,74.2
A141534,69.1
A141535,96.2
A141536,99.3
A141537,61.9
A141538,92.1
A141539,94.8
A141540,96.5
A141541,85.6
A141542,82.5
A141543,83.6
A141544,79.5
A141545,87.2
A141546,70.4
A141547,79
A141548,91.3
A141549,86.7
A141550,92.8
A141551,92.8
A141552,96.5
A141553,90.7
A141554,79.7
A141555,82.7
A141556,95.8
A141557,77.8
A141558,65.6
A141559,98.4
A141560,47.1
A141561,63.5
A141562,97.1
A141563,98.3
A141564,95.3
A141565,94.3
A141566,73.4
A141567,89.1
A141568,90.2
A141569,74
A141570,76.6
A141571,78.4
A141572,47.5
A141573,83.3
A141574,71
A141575,86.4
A141576,87
A141577,94.8
A141578,94.5
A141579,86.6
A141580,87.3
A141581,96.4
A141582,95.8
A141583,70.9
A141584,82.3
A141585,75.4
A141586,72.2
A141587,71.7
A141588,99.7
A141589,77.2
A141590,82.8
A141591,85.3
A141592,75
A141593,74.5
A141594,91.6
A141595,57.8
A141596,96.2
A141597,75.1
A141598,78.3
A141599,86.8
A141600,79.8
A141601,86.1
A141602,79.4
A141603,94.5
A141604,91.2
A141605,85.5
A141606,83
A141607,97.3
A141608,96.4
A141609,67.9
A141610,88.2
A141611,78.4
A141612,74.1
A141613,70.9
A141614,82.3
A141615,73.3
A141616,95.4
A141617,88.2
A141618,99.7
A141619,85.4
A141620,92.8
A141621,81.6
A141622,77
A141623,69.3
A141624,43.9
A141625,87.4
A141626,97.7
A141627,96.7
A141628,83.3
A141629,87.1
A141630,74
A141631,82.8
A141632,96.8
A141633,94.3
A141634,85.4
A141635,88.4
A141636,47.8
A141637,91.9
A141638,97.9
A141639,88
A141640,70.4
A141641,92.2
A141642,74.5
A141643,50.2
A141644,73.5
A141645,82.4
A141646,86.3
A141647,84.4
A141648,86.4
A141649,76.9
A141650,71.4
A141651,61.4
A141652,91.6
A141653,81
A141654,63.4
A141655,92
A141656,95.2
A141657,52.7
A141658,76.4
A141659,74.5
A141660,86.4
A141661,95.6
A141662,43.4
A141663,97.6
A141664,87.3
A141665,93.7
A141666,72.8
A141667,43.1
A141668,97.3
A141669,84.6
A141670,73.8
A141671,86.5
A141672,96.9
A141673,95.4
A141674,81.9
A141675,90.8
A141676,42.4
A141677,84.6
A141678,79.2
A141679,90.9
A141680,85.5
A141681,89.7
A141682,70.8
A141683,78.2
A141684,92.2
A141685,91.3
A141686,76.1
A141687,72.3
A141688,72.6
A141689,60.2
A141690,70
A141691,93.1
A141692,80.2
A141693,80.2
A141694,99.7
A141695,59.7
A141696,99.3
A141697,88.9
A141698,42.2
A141699,79.8
A141700,40.7
A141701,91.4
A141702,87.7
A141703,73
A141704,99.1
A141705,73.4
A141706,76.5
A141707,79.3
A141708,94.2
A141709,88.9
A141710,88.2
A141711,88.4
A141712,84.6
A141713,70.2
A141714,75.6
A141715,98.5
A141716,77.4
A141717,69.5
A141718,91.3
A141719,99.5
A141720,70.7
A141721,60.9
A141722,81.3
A141723,87.5
A141724,83.7
A141725,91.5
A141726,78
A141727,79.3
A141728,70.4
A141729,79.7
A141730,96
A141731,82.4
A141732,72.3
A141733,74.6
A141734,61.1
A141735,74.5
A141736,73.4
A141737,73.4
A141738,51
A141739,96.1
A141740,93.8
A141741,95.9
A141742,97.7
A141743,60
A141744,86.4
A141745,88.4
A141746,85.7
A141747,75.9
A141748,87.4
A141749,70.3
A141750,87.3
A141751,78.2
A141752,60.7
A141753,97.6
A141754,90.7
A141755,88
A141756,42.5
A141757,99.2
A141758,73.1
A141759,82.3
A141760,97.2
A141761,86.8
A141762,95.1
A141763,71.6
A141764,73.2
A141765,96.4
A141766,75.5
A141767,88.1
A141768,71.9
A141769,46.9
A141770,93.7
A141771,41
A141772,77.8
A141773,77.7
A141774,82.5
A141775,89.2
A141776,99.2
A141777,91.7
A141778,72.5
A141779,78.9
A141780,78.1
A141781,93.2
A141782,87.7
A141783,93.2
A141784,83.6
A141785,76.7
A141786,98.2
A141787,96.1
A141788,89.3
A141789,80.1
A141790,99.5
A141791,96.9
A141792,77.6
A141793,95.6
A141794,85.2
A141795,76.7
A141796,75.1
A141797,89.6
A141798,75.6
A141799,93.6
A141800,72.2
A141801,84.2
A141802,85.2
A141803,70.2
A141804,75.9
A141805,68.1
A141806,70.8
A141807,94.1
A141808,92.3
A141809,80.7
A141810,85.7
A141811,93
A141812,43.5
A141813,48.6
A141814,93.5
A141815,86.8
A141816,79.2
A141817,86.1
A141818,77.2
A141819,77.2
A141820,75.7
A141821,92.6
A141822,96.8
A141823,96.4
A141824,74.1
A141825,74.8
A141826,94
A141827,88.2
A141828,94.4
A141829,85.2
A141830,81.8
A141831,92.1
A141832,90
A141833,79.2
A141834,76.8
A141835,94.4
A141836,81.7
A141837,75.6
A141838,78.9
A141839,82.6
A141840,78.2
A141841,73.1
A141842,83.7
A141843,79.3
A141844,96.4
A141845,84.2
A141846,87.2
A141847,74
A141848,97.6
A141849,87.2
A141850,68.1
A141851,70
A141852,77.3
A141853,83.9
A141854,96.6
A141855,85.9
A141856,92.8
A141857,88.9
A141858,90
A141859,89.2
A141860,97.4
A141861,44.9
A141862,97.8
A141863,84.1
A141864,98.4
A141865,93.6
A141866,94.7
A141867,85.5
A141868,79.8
A141869,96.8
A141870,95
A141871,84.6
A141872,82.7
A141873,84.2
A141874,95.4
A141875,82.8
A141876,92.7
A141877,71.9
A141878,42.2
A141879,77.6
A141880,45.2
A141881,65
A141882,58.2
A141883,83.2
A141884,95.2
A141885,94.1
A141886,83.3
A141887,89.3
A141888,72.1
A141889,72.3
A141890,90.7
A141891,75.5
A141892,94.3
A141893,91.5
A141894,92.7
A141895,78.6
A141896,84.9
A141897,70.8
A141898,78.2
A141899,71.8
A141900,75.2
A141901,77.3
A141902,94.1
A141903,60.1
A141904,86.8
A141905,73.1
A141906,88.5
A141907,92.3
A141908,76.7
A141909,70.6
A141910,80.6
A141911,73.9
A141912,84.6
A141913,85.1
A141914,84.5
A141915,98.4
A141916,90.6
A141917,74.8
A141918,85
A141919,63.8
A141920,89.5
A141921,78
A141922,91.6
A141923,80.3
A141924,74.6
A141925,52.7
A141926,71.6
A141927,74
A141928,84
A141929,71.2
A141930,79.3
A141931,90.1
A141932,71.9
A141933,73.9
A141934,89.6
A141935,74.1
A141936,80
A141937,73
A141938,77.2
A141939,76.3
A141940,50.3
A141941,94.4
A141942,95.1
A141943,87.1
A141944,85.4
A141945,92
A141946,93
A141947,97.4
A141948,86.6
A141949,84.4
A141950,87.9
A141951,80.4
A141952,88.5
A141953,46.8
A141954,90
A141955,72.1
A141956,84.8
A141957,83.6
A141958,58.1
A141959,83.8
A141960,75.7
A141961,87.4
A141962,89.4
A141963,73.8
A141964,88.9
A141965,96.6
A141966,99.1
A141967,75.3
A141968,97.9
A141969,68.9
A141970,88.3
A141971,53.9
A141972,79.6
A141973,87
A141974,86.7
A141975,89.5
A141976,93.6
A141977,81.4
A141978,86.3
A141979,95.9
A141980,81.1
A141981,88.8
A141982,95.2
A141983,95.7
A141984,98.5
A141985,71.8
A141986,70.8
A141987,59.3
A141988,76.3
A141989,94.2
A141990,79.9
A141991,74.5
A141992,95
A141993,67.6
A141994,91
A141995,73.8
A141996,41
A141997,96.6
A141998,81.6
A141999,98
A142000,95
A142001,84.7
A142002,65.9
A142003,92.1
A142004,41.6
A142005,80.7
A142006,84.4
A142007,87.2
A142008,94.9
A142009,72.1
A142010,98.6
A142011,92.3
A142012,72.4
A142013,50.3
A142014,91.6
A142015,87.7
A142016,94.8
A142017,78
A142018,72.2
A142019,97.1
A142020,73.1
A142021,90
A142022,97.7
A142023,94.1
A142024,88.6
A142025,78.8
A142026,78
A142027,73.5
A142028,71.2
A142029,72.4
A142030,74.7
A142031,73.3
A142032,92.8
A142033,97.5
A142034,90.4
A142035,89.7
A142036,81.3
A142037,87
A142038,70.6
A142039,95
A142040,53.3
A142041,81
A142042,95.8
A142043,92.2
A142044,74.1
A142045,72.9
A142046,83.8
A142047,84
A142048,85.2
A142049,90.5
A142050,76.6
A142051,81.9
A142052,51.7
A142053,93.6
A142054,85.1
A142055,92.7
A142056,88.1
A142057,75.1
A142058,55.3
A142059,43.4
A142060,78.8
A142061,98.3
A142062,99.9
A142063,71.2
A142064,77.6
A142065,86.1
A142066,99.7
A142067,96.1
A142068,85
A142069,93.2
A142070,80.6
A142071,74.1
A142072,71.1
A142073,72.8
A142074,74.8
A142075,88.3
A142076,87.5
A142077,49.9
A142078,59.5
A142079,90.8
A142080,63.4
A142081,92.5
A142082,42.1
A142083,97.4
A142084,71.2
A142085,95
A142086,82.9
A142087,87.7
A142088,87.2
A142089,82.5
A142090,85.4
A142091,71.8
A142092,95.5
A142093,83.1
A142094,98
A142095,65.6
A142096,75.8
A142097,62.6
A142098,57.7
A142099,71.3
A142100,78.8
A142101,52
A142102,71.3
A142103,93.7
A142104,80
A142105,86.8
A142106,54.6
A142107,70.5
A142108,47.5
A142109,83.5
A142110,84.4
A142111,91.7
A142112,75.5
A142113,95.9
A142114,82.8
A142115,90.7
A142116,79.6
A142117,83.8
A142118,76.5
A142119,76.2
A142120,80.5
A142121,60
A142122,86.1
A142123,81.7
A142124,84.6
A142125,71.9
A142126,40.7
A142127,83
A142128,93.8
A142129,75.3
A142130,98.9
A142131,86.7
A142132,98.2
A142133,79
A142134,86.6
A142135,41.7
A142136,81
A142137,74.1
A142138,94.5
A142139,72.4
A142140,72.2
A142141,90.1
A142142,98.5
A142143,78.5
A142144,93.1
A142145,77.3
A142146,78
A142147,57.7
A142148,72.8
A142149,71.9
A142150,90.7
A142151,78.3
A142152,75.5
A142153,85.3
A142154,77.6
A142155,92.6
A142156,83.4
A142157,95.8
A142158,98.6
A142159,77.1
A142160,76.7
A142161,70.8
A142162,93.2
A142163,73.7
A142164,42.8
A142165,94.9
A142166,99.7
A142167,73.4
A142168,77
A142169,58.5
A142170,99.2
A142171,79.2
A142172,52.6
A142173,73.5
A142174,80.1
A142175,86
A142176,84
A142177,85.3
A142178,83.6
A142179,93.6
A142180,82.1
A142181,90.8
A142182,56.2
A142183,65.9
A142184,74.9
A142185,95.4
A142186,97.6
A142187,82.1
A142188,85.4
A142189,91.1
A142190,73.6
A142191,95.3
A142192,76.3
A142193,98.9
A142194,78
A142195,87
A142196,79.2
A142197,77.1
A142198,60.5
A142199,82
A142200,73.9
A142201,77.5
A142202,83.9
A142203,97
A142204,96
A142205,74
A142206,92.4
A142207,75.1
A142208,82.5
A142209,61.8
A142210,93.5
A142211,74.7
A142212,71.8
A142213,82.7
A142214,91.6
A142215,90.4
A142216,83.3
A142217,89.2
A142218,84.5
A142219,95.8
A142220,99.1
A142221,82.3
A142222,73.3
A142223,97.7
A142224,78.9
A142225,49.8
A142226,49.2
A142227,88.9
A142228,88
A142229,97
A142230,96.2
A142231,86.7
A142232,64.9
A142233,91.6
A142234,98.9
A142235,99.3
A142236,78.7
A142237,87.2
A142238,89.9
A142239,99.4
A142240,98.2
A142241,61.9
A142242,88.7
A142243,86.8
A142244,98.4
A142245,84
A142246,88.9
A142247,71.5
A142248,84.9
A142249,92.4
A142250,67.2
A142251,41.7
A142252,81.8
A142253,92.2
A142254,96.7
A142255,70.6
A142256,93.8
A142257,89.1
A142258,98.1
A142259,83.7
A142260,77.5
A142261,49
A142262,98.8
A142263,59.2
A142264,85.7
A142265,72.4
A142266,90.3
A142267,84.7
A142268,96.1
A142269,97.3
A142270,92.9
A142271,97.8
A142272,93.7
A142273,75.9
A142274,81.9
A142275,70.3
A142276,95
A142277,96
A142278,91.3
A142279,48.3
A142280,72.1
A142281,99.5
A142282,73.3
A142283,87.3
A142284,88.3
A142285,98.4
A142286,73
A142287,93.4
A142288,94.8
A142289,92.3
A142290,93.7
A142291,75.4
A142292,50.6
A142293,85.6
A142294,87.3
A142295,95.2
A142296,85.3
A142297,89.4
A142298,90.5
A142299,67.9
A142300,84.2
A142301,82.1
A142302,89.8
A142303,73.2
A142304,81.5
A142305,83.8
A142306,78
A142307,86.7
A142308,81.2
A142309,96.1
A142310,72.6
A142311,76.5
A142312,82.6
A142313,86.3
A142314,93.3
A142315,82.2
A142316,83.8
A142317,70.6
A142318,91.4
A142319,74
A142320,73.4
A142321,99.8
A142322,79.9
A142323,79.7
A142324,81.5
A142325,99.3
A142326,77.1
A142327,92.8
A142328,51.3
A142329,45.2
A142330,72.6
A142331,83.6
A142332,58.5
A142333,55
A142334,61.8
A142335,87.5
A142336,91
A142337,80.7
A142338,74.9
A142339,48.9
A142340,97.8
A142341,88.5
A142342,77.5
A142343,93
A142344,99
A142345,75.2
A142346,85
A142347,81.4
A142348,84.7
A142349,74.9
A142350,72.5
A142351,81.8
A142352,86.7
A142353,79
A142354,86.9
A142355,85.6
A142356,87.5
A142357,82.5
A142358,82.9
A142359,84.6
A142360,82.8
A142361,84.1
A142362,87
A142363,79.1
A142364,53.6
A142365,85.6
A142366,87.2
A142367,82.6
A142368,72.4
A142369,75.5
A142370,80.8
A142371,91.7
A142372,99.8
A142373,99.6
A142374,73.3
A142375,87.3
A142376,77.3
A142377,75
A142378,85.6
A142379,77.4
A142380,93.4
A142381,95.5
A142382,99
A142383,49.1
A142384,84.4
A142385,87.2
A142386,83
A142387,70.5
A142388,76.9
A142389,98.1
A142390,72.8
A142391,90.4
A142392,80.6
A142393,91.4
A142394,88.3
A142395,44
A142396,55.9
A142397,89.3
A142398,42.6
A142399,77.2
A142400,84.9
A142401,76
A142402,72.5
A142403,94
A142404,99.6
A142405,97.8
A142406,45.5
A142407,83
A142408,72.1
A142409,94.9
A142410,90.5
A142411,81.5
A142412,76.6
A142413,99.7
A142414,81.6
A142415,48.6
A142416,93.7
A142417,72.7
A142418,85.8
A142419,95.9
A142420,91.6
A142421,87.2
A142422,60.3
A142423,84.5
A142424,90.7
A142425,75.1
A142426,92.6
A142427,75.5
